Gap,Tone,tGap,Key,RT,source_file
80,2,80,C,454,Mahalakshmi1.3.csv
300,1,300,C,506,Mahalakshmi1.3.csv
430,2,430,C,505,Mahalakshmi1.3.csv
90,1,90,M,547,Mahalakshmi1.3.csv
220,2,220,C,577,Mahalakshmi1.3.csv
150,1,150,M,920,Mahalakshmi1.3.csv
290,1,290,M,725,Mahalakshmi1.2.csv
130,2,130,C,444,Mahalakshmi1.2.csv
250,2,250,C,438,Mahalakshmi1.2.csv
500,2,500,C,609,Mahalakshmi1.2.csv
210,1,210,M,636,Mahalakshmi1.2.csv
100,1,100,M,540,Mahalakshmi1.2.csv
460,2,460,M,500,Mahalakshmi1.2.csv
290,2,290,C,794,Mahalakshmi1.2.csv
270,1,270,M,669,Mahalakshmi1.2.csv
200,2,200,C,942,Mahalakshmi1.2.csv
250,1,250,M,602,Mahalakshmi1.2.csv
350,1,350,M,570,Mahalakshmi1.2.csv
260,2,260,C,591,Mahalakshmi1.2.csv
350,2,350,C,612,Mahalakshmi1.2.csv
260,1,260,M,488,Mahalakshmi1.2.csv
440,1,440,M,685,Mahalakshmi1.2.csv
60,2,60,C,606,Mahalakshmi1.2.csv
190,2,190,C,701,Mahalakshmi1.2.csv
70,2,70,C,675,Mahalakshmi1.2.csv
140,1,140,M,650,Mahalakshmi1.2.csv
370,1,370,M,597,Mahalakshmi1.2.csv
330,1,330,M,500,Mahalakshmi1.2.csv
460,1,460,M,481,Mahalakshmi1.2.csv
140,2,140,C,1475,Mahalakshmi1.2.csv
220,2,220,C,596,Mahalakshmi1.2.csv
430,2,430,C,638,Mahalakshmi1.2.csv
420,1,420,M,502,Mahalakshmi1.2.csv
380,2,380,C,1081,Mahalakshmi1.2.csv
440,2,440,C,476,Mahalakshmi1.2.csv
320,2,320,C,593,Mahalakshmi1.2.csv
370,2,370,C,513,Mahalakshmi1.2.csv
310,1,310,M,524,Mahalakshmi1.2.csv
170,1,170,M,1052,Mahalakshmi1.2.csv
190,1,190,M,641,Mahalakshmi1.2.csv
50,2,50,C,780,Mahalakshmi1.2.csv
130,1,130,M,625,Mahalakshmi1.2.csv
180,2,180,C,898,Mahalakshmi1.2.csv
280,1,280,M,1118,Mahalakshmi1.2.csv
490,1,490,M,922,Mahalakshmi1.2.csv
390,1,390,M,556,Mahalakshmi1.2.csv
80,1,80,M,790,Mahalakshmi1.2.csv
50,1,50,M,718,Mahalakshmi1.2.csv
70,1,70,M,836,Mahalakshmi1.2.csv
90,2,90,C,595,Mahalakshmi1.2.csv
470,2,470,C,794,Mahalakshmi1.2.csv
380,1,380,M,704,Mahalakshmi1.2.csv
100,2,100,C,503,Mahalakshmi1.2.csv
300,2,300,C,662,Mahalakshmi1.2.csv
450,1,450,M,623,Mahalakshmi1.2.csv
160,1,160,M,754,Mahalakshmi1.2.csv
360,1,360,M,522,Mahalakshmi1.2.csv
420,2,420,C,1670,Mahalakshmi1.2.csv
480,2,480,C,601,Mahalakshmi1.2.csv
490,2,490,C,542,Mahalakshmi1.2.csv
110,1,110,M,673,Mahalakshmi1.2.csv
360,2,360,C,635,Mahalakshmi1.2.csv
410,2,410,C,796,Mahalakshmi1.2.csv
270,2,270,C,636,Mahalakshmi1.2.csv
400,1,400,M,603,Mahalakshmi1.2.csv
390,2,390,C,681,Mahalakshmi1.2.csv
170,2,170,C,595,Mahalakshmi1.2.csv
230,1,230,M,700,Mahalakshmi1.2.csv
430,1,430,M,620,Mahalakshmi1.2.csv
240,1,240,M,780,Mahalakshmi1.2.csv
160,2,160,C,646,Mahalakshmi1.2.csv
410,1,410,M,735,Mahalakshmi1.2.csv
220,1,220,M,614,Mahalakshmi1.2.csv
180,1,180,M,644,Mahalakshmi1.2.csv
280,2,280,C,659,Mahalakshmi1.2.csv
330,2,330,C,553,Mahalakshmi1.2.csv
80,2,80,C,704,Mahalakshmi1.2.csv
480,1,480,M,650,Mahalakshmi1.2.csv
240,2,240,M,1115,Mahalakshmi1.2.csv
340,1,340,M,567,Mahalakshmi1.2.csv
210,2,210,M,753,Mahalakshmi1.2.csv
120,1,120,M,702,Mahalakshmi1.2.csv
450,2,450,C,1038,Mahalakshmi1.2.csv
320,1,320,C,790,Mahalakshmi1.2.csv
500,1,500,M,688,Mahalakshmi1.2.csv
470,1,470,M,572,Mahalakshmi1.2.csv
300,1,300,M,825,Mahalakshmi1.2.csv
90,1,90,M,678,Mahalakshmi1.2.csv
110,2,110,C,1289,Mahalakshmi1.2.csv
150,1,150,M,802,Mahalakshmi1.2.csv
60,1,60,M,533,Mahalakshmi1.2.csv
200,1,200,M,543,Mahalakshmi1.2.csv
150,2,150,C,624,Mahalakshmi1.2.csv
340,2,340,C,708,Mahalakshmi1.2.csv
400,2,400,C,1208,Mahalakshmi1.2.csv
230,2,230,C,668,Mahalakshmi1.2.csv
120,2,120,C,647,Mahalakshmi1.2.csv
310,2,310,C,1202,Mahalakshmi1.2.csv
330,2,330,C,827,Mahalakshmi1.1.csv
310,1,310,M,1424,Mahalakshmi1.1.csv
130,2,130,C,944,Mahalakshmi1.1.csv
240,2,240,C,1156,Mahalakshmi1.1.csv
80,2,80,C,1434,Mahalakshmi1.1.csv
360,1,360,M,1043,Mahalakshmi1.1.csv
130,1,130,M,1262,Mahalakshmi1.1.csv
280,1,280,M,1714,Mahalakshmi1.1.csv
190,2,190,C,836,Mahalakshmi1.1.csv
450,1,450,M,1650,Mahalakshmi1.1.csv
370,2,370,C,1033,Mahalakshmi1.1.csv
70,1,70,M,1730,Mahalakshmi1.1.csv
230,1,230,C,1787,Mahalakshmi1.1.csv
70,2,70,C,991,Mahalakshmi1.1.csv
120,2,120,C,1511,Mahalakshmi1.1.csv
180,1,180,M,891,Mahalakshmi1.1.csv
300,2,300,C,949,Mahalakshmi1.1.csv
340,1,340,M,900,Mahalakshmi1.1.csv
340,2,340,C,1584,Mahalakshmi1.1.csv
420,1,420,M,1234,Mahalakshmi1.1.csv
460,1,460,M,1010,Mahalakshmi1.1.csv
60,2,60,C,986,Mahalakshmi1.1.csv
290,2,290,C,1472,Mahalakshmi1.1.csv
390,2,390,C,1015,Mahalakshmi1.1.csv
400,2,400,C,1236,Mahalakshmi1.1.csv
80,1,80,M,909,Mahalakshmi1.1.csv
120,1,120,M,1071,Mahalakshmi1.1.csv
260,1,260,M,1179,Mahalakshmi1.1.csv
300,1,300,M,1103,Mahalakshmi1.1.csv
490,1,490,M,1120,Mahalakshmi1.1.csv
140,2,140,C,692,Mahalakshmi1.1.csv
350,1,350,C,1064,Mahalakshmi1.1.csv
380,2,380,C,1286,Mahalakshmi1.1.csv
50,1,50,M,959,Mahalakshmi1.1.csv
470,2,470,C,647,Mahalakshmi1.1.csv
480,1,480,M,1300,Mahalakshmi1.1.csv
170,2,170,C,730,Mahalakshmi1.1.csv
420,2,420,C,833,Mahalakshmi1.1.csv
280,2,280,C,869,Mahalakshmi1.1.csv
200,2,200,C,838,Mahalakshmi1.1.csv
100,1,100,M,1095,Mahalakshmi1.1.csv
250,1,250,M,841,Mahalakshmi1.1.csv
460,2,460,C,714,Mahalakshmi1.1.csv
240,1,240,M,1103,Mahalakshmi1.1.csv
90,2,90,C,683,Mahalakshmi1.1.csv
360,2,360,C,781,Mahalakshmi1.1.csv
320,1,320,M,712,Mahalakshmi1.1.csv
310,2,310,C,889,Mahalakshmi1.1.csv
160,2,160,C,1596,Mahalakshmi1.1.csv
110,2,110,C,916,Mahalakshmi1.1.csv
260,2,260,C,1196,Mahalakshmi1.1.csv
330,1,330,M,1904,Mahalakshmi1.1.csv
430,2,430,C,1419,Mahalakshmi1.1.csv
150,2,150,C,771,Mahalakshmi1.1.csv
150,1,150,M,717,Mahalakshmi1.1.csv
220,2,220,C,1478,Mahalakshmi1.1.csv
100,2,100,C,690,Mahalakshmi1.1.csv
60,1,60,M,656,Mahalakshmi1.1.csv
270,1,270,M,1179,Mahalakshmi1.1.csv
380,1,380,M,875,Mahalakshmi1.1.csv
170,1,170,M,762,Mahalakshmi1.1.csv
400,1,400,M,672,Mahalakshmi1.1.csv
320,2,320,C,1453,Mahalakshmi1.1.csv
440,2,440,C,771,Mahalakshmi1.1.csv
50,2,50,C,857,Mahalakshmi1.1.csv
160,1,160,M,728,Mahalakshmi1.1.csv
200,1,200,M,948,Mahalakshmi1.1.csv
230,2,230,C,678,Mahalakshmi1.1.csv
500,2,500,C,877,Mahalakshmi1.1.csv
480,2,480,M,694,Mahalakshmi1.1.csv
440,1,440,M,782,Mahalakshmi1.1.csv
180,2,180,C,865,Mahalakshmi1.1.csv
210,2,210,C,664,Mahalakshmi1.1.csv
370,1,370,M,1047,Mahalakshmi1.1.csv
490,2,490,M,747,Mahalakshmi1.1.csv
500,1,500,M,1807,Mahalakshmi1.1.csv
140,1,140,M,866,Mahalakshmi1.1.csv
390,1,390,M,1790,Mahalakshmi1.1.csv
270,2,270,C,874,Mahalakshmi1.1.csv
110,1,110,M,1224,Mahalakshmi1.1.csv
410,2,410,C,1187,Mahalakshmi1.1.csv
450,2,450,C,652,Mahalakshmi1.1.csv
350,2,350,C,624,Mahalakshmi1.1.csv
220,1,220,M,852,Mahalakshmi1.1.csv
410,1,410,M,2380,Mahalakshmi1.1.csv
430,1,430,M,744,Mahalakshmi1.1.csv
290,1,290,M,785,Mahalakshmi1.1.csv
90,1,90,M,1100,Mahalakshmi1.1.csv
470,1,470,M,648,Mahalakshmi1.1.csv
210,1,210,M,1418,Mahalakshmi1.1.csv
190,1,190,M,958,Mahalakshmi1.1.csv
250,2,250,M,1029,Mahalakshmi1.1.csv
470,2,470,C,732,addie1.1.csv
300,1,300,M,658,addie1.1.csv
50,1,50,C,988,addie1.1.csv
180,2,180,C,868,addie1.1.csv
460,1,460,M,849,addie1.1.csv
90,1,90,M,1575,addie1.1.csv
240,2,240,C,794,addie1.1.csv
340,1,340,M,1346,addie1.1.csv
190,1,190,C,1142,addie1.1.csv
80,2,80,C,915,addie1.1.csv
420,2,420,C,1500,addie1.1.csv
270,1,270,M,770,addie1.1.csv
390,1,390,M,687,addie1.1.csv
320,2,320,C,699,addie1.1.csv
400,1,400,M,554,addie1.1.csv
210,1,210,C,638,addie1.1.csv
130,2,130,C,826,addie1.1.csv
150,2,150,C,861,addie1.1.csv
430,2,430,C,1046,addie1.1.csv
210,2,210,C,2733,addie1.1.csv
430,1,430,M,809,addie1.1.csv
180,1,180,M,845,addie1.1.csv
70,1,70,C,845,addie1.1.csv
110,2,110,C,775,addie1.1.csv
490,1,490,M,565,addie1.1.csv
410,1,410,M,696,addie1.1.csv
220,2,220,C,581,addie1.1.csv
480,2,480,C,826,addie1.1.csv
190,2,190,C,1538,addie1.1.csv
70,2,70,M,4245,addie1.1.csv
480,1,480,M,689,addie1.1.csv
50,2,50,C,911,addie1.1.csv
220,1,220,M,639,addie1.1.csv
330,2,330,C,881,addie1.1.csv
380,2,380,C,781,addie1.1.csv
260,1,260,M,1273,addie1.1.csv
280,2,280,C,1657,addie1.1.csv
410,2,410,M,1672,addie1.1.csv
170,2,170,C,1174,addie1.1.csv
130,1,130,C,1306,addie1.1.csv
200,1,200,M,1100,addie1.1.csv
360,2,360,C,799,addie1.1.csv
390,2,390,M,1428,addie1.1.csv
160,2,160,C,2080,addie1.1.csv
350,2,350,M,2475,addie1.1.csv
450,1,450,M,1831,addie1.1.csv
110,1,110,C,1749,addie1.1.csv
470,1,470,C,1829,addie1.1.csv
240,1,240,M,986,addie1.1.csv
270,2,270,C,927,addie1.1.csv
100,2,100,C,1578,addie1.1.csv
100,1,100,M,1157,addie1.1.csv
350,1,350,M,948,addie1.1.csv
260,2,260,M,1701,addie1.1.csv
60,2,60,C,856,addie1.1.csv
230,2,230,C,1275,addie1.1.csv
440,1,440,M,1597,addie1.1.csv
490,2,490,M,2194,addie1.1.csv
420,1,420,M,1019,addie1.1.csv
170,1,170,M,1663,addie1.1.csv
140,2,140,M,1866,addie1.1.csv
290,2,290,C,702,addie1.1.csv
370,1,370,M,1308,addie1.1.csv
120,1,120,C,963,addie1.1.csv
250,2,250,M,1930,addie1.1.csv
450,2,450,M,1408,addie1.1.csv
60,1,60,C,2226,addie1.1.csv
120,2,120,C,1547,addie1.1.csv
230,1,230,M,932,addie1.1.csv
310,1,310,M,791,addie1.1.csv
370,2,370,C,1121,addie1.1.csv
500,1,500,M,876,addie1.1.csv
280,1,280,M,743,addie1.1.csv
200,2,200,C,785,addie1.1.csv
310,2,310,C,1431,addie1.1.csv
340,2,340,C,933,addie1.1.csv
500,2,500,M,1876,addie1.1.csv
320,1,320,M,927,addie1.1.csv
290,1,290,M,1230,addie1.1.csv
400,2,400,C,2044,addie1.1.csv
330,1,330,M,952,addie1.1.csv
160,1,160,C,1255,addie1.1.csv
440,2,440,C,666,addie1.1.csv
380,1,380,M,808,addie1.1.csv
80,1,80,C,851,addie1.1.csv
460,2,460,C,588,addie1.1.csv
140,1,140,M,768,addie1.1.csv
150,1,150,M,1508,addie1.1.csv
250,1,250,M,961,addie1.1.csv
300,2,300,C,837,addie1.1.csv
90,2,90,C,790,addie1.1.csv
360,1,360,M,1576,addie1.1.csv
380,1,380,M,362,addie1.2.csv
460,1,460,M,452,addie1.2.csv
500,1,500,M,447,addie1.2.csv
410,2,410,C,553,addie1.2.csv
150,1,150,M,401,addie1.2.csv
350,1,350,C,273,addie1.2.csv
130,1,130,M,519,addie1.2.csv
180,2,180,C,526,addie1.2.csv
220,1,220,M,307,addie1.2.csv
360,1,360,M,550,addie1.2.csv
410,1,410,M,446,addie1.2.csv
190,2,190,C,441,addie1.2.csv
70,1,70,M,406,addie1.2.csv
160,2,160,C,342,addie1.2.csv
280,1,280,M,338,addie1.2.csv
460,2,460,M,395,addie1.2.csv
270,2,270,C,573,addie1.2.csv
310,1,310,M,383,addie1.2.csv
260,1,260,M,498,addie1.2.csv
420,1,420,M,351,addie1.2.csv
50,2,50,C,486,addie1.2.csv
220,2,220,C,517,addie1.2.csv
470,2,470,M,273,addie1.2.csv
70,2,70,C,554,addie1.2.csv
440,1,440,C,307,addie1.2.csv
290,2,290,C,477,addie1.2.csv
150,2,150,C,589,addie1.2.csv
490,2,490,C,487,addie1.2.csv
140,2,140,C,467,addie1.2.csv
120,1,120,M,461,addie1.2.csv
330,2,330,C,423,addie1.2.csv
390,2,390,M,384,addie1.2.csv
440,2,440,C,251,addie1.2.csv
110,2,110,C,522,addie1.2.csv
230,2,230,C,516,addie1.2.csv
390,1,390,M,383,addie1.2.csv
310,2,310,C,279,addie1.2.csv
430,2,430,C,381,addie1.2.csv
290,1,290,C,403,addie1.2.csv
340,2,340,C,589,addie1.2.csv
350,2,350,C,450,addie1.2.csv
90,2,90,C,477,addie1.2.csv
280,2,280,C,334,addie1.2.csv
80,1,80,M,502,addie1.2.csv
370,2,370,C,539,addie1.2.csv
200,1,200,M,357,addie1.2.csv
100,2,100,C,431,addie1.2.csv
490,1,490,M,314,addie1.2.csv
120,2,120,C,426,addie1.2.csv
130,2,130,C,475,addie1.2.csv
450,1,450,C,369,addie1.2.csv
420,2,420,C,437,addie1.2.csv
100,1,100,M,414,addie1.2.csv
320,2,320,C,294,addie1.2.csv
230,1,230,M,349,addie1.2.csv
90,1,90,M,483,addie1.2.csv
180,1,180,C,401,addie1.2.csv
60,2,60,M,555,addie1.2.csv
80,2,80,C,575,addie1.2.csv
60,1,60,M,422,addie1.2.csv
380,2,380,C,692,addie1.2.csv
170,1,170,M,420,addie1.2.csv
430,1,430,M,360,addie1.2.csv
190,1,190,C,434,addie1.2.csv
50,1,50,M,554,addie1.2.csv
400,2,400,C,348,addie1.2.csv
330,1,330,M,480,addie1.2.csv
200,2,200,C,575,addie1.2.csv
480,2,480,M,264,addie1.2.csv
250,2,250,M,405,addie1.2.csv
110,1,110,M,592,addie1.2.csv
260,2,260,C,483,addie1.2.csv
450,2,450,M,329,addie1.2.csv
500,2,500,C,426,addie1.2.csv
240,1,240,M,263,addie1.2.csv
470,1,470,M,458,addie1.2.csv
250,1,250,M,596,addie1.2.csv
300,2,300,M,512,addie1.2.csv
160,1,160,M,383,addie1.2.csv
270,1,270,C,380,addie1.2.csv
480,1,480,M,644,addie1.2.csv
210,2,210,C,739,addie1.2.csv
140,1,140,M,481,addie1.2.csv
240,2,240,C,449,addie1.2.csv
370,1,370,C,419,addie1.2.csv
340,1,340,M,409,addie1.2.csv
170,2,170,C,395,addie1.2.csv
400,1,400,M,341,addie1.2.csv
300,1,300,C,280,addie1.2.csv
210,1,210,M,487,addie1.2.csv
320,1,320,M,545,addie1.2.csv
360,2,360,M,429,addie1.2.csv
400,1,400,M,322,addie1.3.csv
280,1,280,M,479,addie1.3.csv
120,1,120,M,471,addie1.3.csv
300,1,300,M,454,addie1.3.csv
460,2,460,M,398,addie1.3.csv
120,2,120,C,558,addie1.3.csv
500,2,500,M,290,addie1.3.csv
90,1,90,M,462,addie1.3.csv
340,2,340,C,295,addie1.3.csv
160,2,160,C,478,addie1.3.csv
130,2,130,C,461,addie1.3.csv
250,1,250,M,435,addie1.3.csv
420,1,420,M,500,addie1.3.csv
70,2,70,C,493,addie1.3.csv
50,2,50,C,1050,addie1.3.csv
100,1,100,M,493,addie1.3.csv
330,2,330,M,468,addie1.3.csv
480,1,480,M,443,addie1.3.csv
260,2,260,C,422,addie1.3.csv
90,2,90,C,436,addie1.3.csv
320,2,320,C,412,addie1.3.csv
240,1,240,M,325,addie1.3.csv
380,2,380,C,466,addie1.3.csv
210,2,210,C,446,addie1.3.csv
70,1,70,M,426,addie1.3.csv
290,1,290,C,262,addie1.3.csv
190,1,190,C,442,addie1.3.csv
110,2,110,C,451,addie1.3.csv
390,2,390,M,263,addie1.3.csv
440,2,440,C,354,addie1.3.csv
280,2,280,M,262,addie1.3.csv
480,2,480,C,373,addie1.3.csv
310,2,310,C,341,addie1.3.csv
380,1,380,C,279,addie1.3.csv
470,2,470,M,387,addie1.3.csv
340,1,340,M,463,addie1.3.csv
450,2,450,C,515,addie1.3.csv
150,1,150,M,368,addie1.3.csv
100,2,100,C,341,addie1.3.csv
300,2,300,C,470,addie1.3.csv
330,1,330,M,319,addie1.3.csv
310,1,310,C,280,addie1.3.csv
170,1,170,M,500,addie1.3.csv
200,1,200,M,383,addie1.3.csv
230,1,230,M,423,addie1.3.csv
50,1,50,M,428,addie1.3.csv
160,1,160,M,382,addie1.3.csv
430,1,430,M,309,addie1.3.csv
360,2,360,M,376,addie1.3.csv
500,1,500,M,419,addie1.3.csv
80,1,80,M,542,addie1.3.csv
210,1,210,M,421,addie1.3.csv
270,1,270,M,476,addie1.3.csv
410,1,410,M,358,addie1.3.csv
470,1,470,M,408,addie1.3.csv
400,2,400,M,418,addie1.3.csv
250,2,250,C,490,addie1.3.csv
140,2,140,C,483,addie1.3.csv
350,2,350,C,573,addie1.3.csv
80,2,80,C,482,addie1.3.csv
260,1,260,M,477,addie1.3.csv
180,2,180,M,462,addie1.3.csv
150,2,150,C,446,addie1.3.csv
410,2,410,C,400,addie1.3.csv
60,1,60,M,488,addie1.3.csv
130,1,130,M,464,addie1.3.csv
200,2,200,M,440,addie1.3.csv
420,2,420,C,417,addie1.3.csv
320,1,320,M,516,addie1.3.csv
370,1,370,M,595,addie1.3.csv
220,2,220,C,537,addie1.3.csv
190,2,190,C,578,addie1.3.csv
440,1,440,M,525,addie1.3.csv
430,2,430,C,490,addie1.3.csv
350,1,350,M,452,addie1.3.csv
110,1,110,C,481,addie1.3.csv
270,2,270,C,511,addie1.3.csv
450,1,450,M,377,addie1.3.csv
140,1,140,C,377,addie1.3.csv
60,2,60,C,383,addie1.3.csv
390,1,390,M,361,addie1.3.csv
460,1,460,C,321,addie1.3.csv
370,2,370,M,392,addie1.3.csv
230,2,230,M,393,addie1.3.csv
360,1,360,M,426,addie1.3.csv
180,1,180,M,572,addie1.3.csv
220,1,220,C,361,addie1.3.csv
290,2,290,C,576,addie1.3.csv
170,2,170,C,561,addie1.3.csv
490,1,490,M,546,addie1.3.csv
240,2,240,C,407,addie1.3.csv
490,2,490,C,419,addie1.3.csv
460,2,460,C,611,richard1.1.csv
330,1,330,C,734,richard1.1.csv
450,2,450,C,636,richard1.1.csv
340,1,340,C,752,richard1.1.csv
410,1,410,C,866,richard1.1.csv
170,2,170,C,1774,richard1.1.csv
450,1,450,C,1015,richard1.1.csv
100,1,100,C,3087,richard1.1.csv
110,2,110,C,1678,richard1.1.csv
500,1,500,M,2577,richard1.1.csv
460,1,460,M,891,richard1.1.csv
470,2,470,M,947,richard1.1.csv
400,1,400,M,582,richard1.1.csv
400,2,400,C,863,richard1.1.csv
420,2,420,M,904,richard1.1.csv
90,2,90,C,695,richard1.1.csv
370,2,370,C,570,richard1.1.csv
250,1,250,M,549,richard1.1.csv
360,2,360,C,585,richard1.1.csv
280,1,280,M,537,richard1.1.csv
320,1,320,M,720,richard1.1.csv
100,2,100,C,649,richard1.1.csv
300,2,300,M,1387,richard1.1.csv
380,1,380,M,684,richard1.1.csv
330,2,330,C,653,richard1.1.csv
500,2,500,C,764,richard1.1.csv
270,2,270,C,662,richard1.1.csv
190,1,190,M,629,richard1.1.csv
140,2,140,C,652,richard1.1.csv
270,1,270,M,665,richard1.1.csv
440,2,440,C,759,richard1.1.csv
180,2,180,M,614,richard1.1.csv
190,2,190,C,754,richard1.1.csv
180,1,180,M,592,richard1.1.csv
310,2,310,C,663,richard1.1.csv
300,1,300,M,561,richard1.1.csv
50,1,50,M,605,richard1.1.csv
420,1,420,M,1230,richard1.1.csv
380,2,380,C,576,richard1.1.csv
490,2,490,C,567,richard1.1.csv
50,2,50,M,636,richard1.1.csv
430,1,430,M,873,richard1.1.csv
350,1,350,M,565,richard1.1.csv
240,1,240,M,550,richard1.1.csv
70,2,70,C,647,richard1.1.csv
440,1,440,M,652,richard1.1.csv
350,2,350,C,619,richard1.1.csv
120,2,120,C,636,richard1.1.csv
200,2,200,M,527,richard1.1.csv
260,1,260,M,638,richard1.1.csv
370,1,370,M,581,richard1.1.csv
480,1,480,M,555,richard1.1.csv
60,2,60,C,684,richard1.1.csv
230,1,230,M,576,richard1.1.csv
70,1,70,M,629,richard1.1.csv
110,1,110,M,514,richard1.1.csv
220,2,220,C,576,richard1.1.csv
320,2,320,C,610,richard1.1.csv
290,2,290,C,749,richard1.1.csv
230,2,230,C,1060,richard1.1.csv
310,1,310,M,525,richard1.1.csv
280,2,280,C,591,richard1.1.csv
430,2,430,C,443,richard1.1.csv
160,2,160,C,659,richard1.1.csv
390,2,390,C,452,richard1.1.csv
130,2,130,C,752,richard1.1.csv
340,2,340,C,483,richard1.1.csv
60,1,60,C,508,richard1.1.csv
220,1,220,M,593,richard1.1.csv
160,1,160,M,556,richard1.1.csv
80,1,80,M,541,richard1.1.csv
390,1,390,M,592,richard1.1.csv
200,1,200,M,562,richard1.1.csv
470,1,470,M,741,richard1.1.csv
250,2,250,C,1399,richard1.1.csv
360,1,360,M,746,richard1.1.csv
150,1,150,M,595,richard1.1.csv
170,1,170,M,633,richard1.1.csv
120,1,120,M,534,richard1.1.csv
80,2,80,C,669,richard1.1.csv
490,1,490,M,690,richard1.1.csv
130,1,130,M,728,richard1.1.csv
210,2,210,C,1255,richard1.1.csv
210,1,210,M,566,richard1.1.csv
260,2,260,C,598,richard1.1.csv
410,2,410,C,1290,richard1.1.csv
90,1,90,M,689,richard1.1.csv
480,2,480,C,626,richard1.1.csv
140,1,140,M,692,richard1.1.csv
240,2,240,C,776,richard1.1.csv
150,2,150,M,712,richard1.1.csv
290,1,290,M,561,richard1.1.csv
70,2,70,C,621,richard 1.2.csv
310,1,310,M,518,richard 1.2.csv
360,2,360,C,916,richard 1.2.csv
360,1,360,M,401,richard 1.2.csv
140,2,140,C,447,richard 1.2.csv
460,1,460,M,906,richard 1.2.csv
420,2,420,C,625,richard 1.2.csv
170,2,170,M,1090,richard 1.2.csv
470,1,470,M,597,richard 1.2.csv
150,1,150,M,783,richard 1.2.csv
390,2,390,C,543,richard 1.2.csv
500,2,500,C,620,richard 1.2.csv
470,2,470,C,522,richard 1.2.csv
440,1,440,M,859,richard 1.2.csv
150,2,150,C,546,richard 1.2.csv
430,2,430,C,625,richard 1.2.csv
90,1,90,M,482,richard 1.2.csv
200,2,200,C,562,richard 1.2.csv
320,2,320,C,482,richard 1.2.csv
300,2,300,C,490,richard 1.2.csv
90,2,90,C,553,richard 1.2.csv
60,2,60,C,505,richard 1.2.csv
490,2,490,C,564,richard 1.2.csv
230,2,230,C,509,richard 1.2.csv
400,1,400,M,468,richard 1.2.csv
180,1,180,M,563,richard 1.2.csv
250,2,250,C,499,richard 1.2.csv
330,1,330,M,438,richard 1.2.csv
350,1,350,M,476,richard 1.2.csv
240,1,240,M,459,richard 1.2.csv
210,1,210,M,464,richard 1.2.csv
270,1,270,M,452,richard 1.2.csv
380,2,380,C,434,richard 1.2.csv
340,2,340,C,446,richard 1.2.csv
50,1,50,M,525,richard 1.2.csv
430,1,430,M,414,richard 1.2.csv
110,1,110,M,469,richard 1.2.csv
410,1,410,M,516,richard 1.2.csv
490,1,490,M,544,richard 1.2.csv
80,2,80,C,529,richard 1.2.csv
340,1,340,M,411,richard 1.2.csv
100,1,100,M,411,richard 1.2.csv
250,1,250,M,416,richard 1.2.csv
400,2,400,C,451,richard 1.2.csv
60,1,60,M,442,richard 1.2.csv
330,2,330,M,423,richard 1.2.csv
290,1,290,M,460,richard 1.2.csv
70,1,70,M,479,richard 1.2.csv
190,1,190,M,463,richard 1.2.csv
260,2,260,C,558,richard 1.2.csv
320,1,320,M,485,richard 1.2.csv
180,2,180,C,485,richard 1.2.csv
480,2,480,C,430,richard 1.2.csv
170,1,170,M,445,richard 1.2.csv
380,1,380,M,448,richard 1.2.csv
280,2,280,C,531,richard 1.2.csv
480,1,480,M,686,richard 1.2.csv
210,2,210,C,457,richard 1.2.csv
160,1,160,M,437,richard 1.2.csv
80,1,80,M,421,richard 1.2.csv
260,1,260,M,430,richard 1.2.csv
100,2,100,C,543,richard 1.2.csv
140,1,140,M,371,richard 1.2.csv
390,1,390,M,352,richard 1.2.csv
410,2,410,C,503,richard 1.2.csv
120,2,120,C,572,richard 1.2.csv
300,1,300,M,376,richard 1.2.csv
240,2,240,C,401,richard 1.2.csv
130,2,130,C,519,richard 1.2.csv
130,1,130,M,389,richard 1.2.csv
500,1,500,M,428,richard 1.2.csv
280,1,280,M,451,richard 1.2.csv
350,2,350,C,415,richard 1.2.csv
190,2,190,C,416,richard 1.2.csv
220,1,220,M,433,richard 1.2.csv
450,1,450,M,509,richard 1.2.csv
120,1,120,M,488,richard 1.2.csv
450,2,450,C,487,richard 1.2.csv
230,1,230,M,443,richard 1.2.csv
370,1,370,M,515,richard 1.2.csv
440,2,440,C,565,richard 1.2.csv
290,2,290,C,518,richard 1.2.csv
460,2,460,C,537,richard 1.2.csv
200,1,200,M,497,richard 1.2.csv
370,2,370,C,452,richard 1.2.csv
110,2,110,C,551,richard 1.2.csv
50,2,50,C,647,richard 1.2.csv
420,1,420,M,523,richard 1.2.csv
220,2,220,C,523,richard 1.2.csv
310,2,310,C,429,richard 1.2.csv
270,2,270,C,547,richard 1.2.csv
160,2,160,C,446,richard 1.2.csv
190,2,190,M,398,richard 1.3.csv
100,1,100,M,517,richard 1.3.csv
60,2,60,C,591,richard 1.3.csv
230,1,230,M,401,richard 1.3.csv
240,1,240,M,474,richard 1.3.csv
130,1,130,M,430,richard 1.3.csv
110,1,110,M,496,richard 1.3.csv
430,1,430,M,683,richard 1.3.csv
400,2,400,M,621,richard 1.3.csv
460,2,460,C,2,richard 1.3.csv
350,2,350,C,4,richard 1.3.csv
170,2,170,C,1392,richard 1.3.csv
250,2,250,M,943,richard 1.3.csv
150,2,150,C,716,richard 1.3.csv
